coding_id,repo,commit_sha,commit_date,commit_url,commit_message,llm_label,confidence,short_reason,source_pass
C163,wolfSSL/wolfssl,0ae0b31509c10e6b8f97f8fe86e38245811e395c,2021-11-15T14:51:03.000-05:00,https://github.com/wolfSSL/wolfssl/commit/0ae0b31509c10e6b8f97f8fe86e38245811e395c,The following config:,D8,low,Only mentions a configuration; weak signal for build/config compatibility.,gpt_5_5_high
C164,wolfSSL/wolfssl,7699d9293585e654a56487ab129f2ed97c59f62a,2021-12-16T07:51:32.000-08:00,https://github.com/wolfSSL/wolfssl/commit/7699d9293585e654a56487ab129f2ed97c59f62a,Merge pull request #4664 from anhu/Fix_ENCRYPT_LEN,D1,high,Fix_ENCRYPT_LEN explicitly references an encryption length issue.,gpt_5_5_high
C165,openssl/openssl,61d20724a667e22c0ae3e2d2b37844f775cd0e16,2025-06-18T10:20:10.000+10:00,https://github.com/openssl/openssl/commit/61d20724a667e22c0ae3e2d2b37844f775cd0e16,ml-dsa: update to use improved parameter handling,D2,high,Improved ML-DSA parameter handling.,gpt_5_5_high
C166,open-quantum-safe/liboqs,722ca648a13c052bf137e898ffbcfa81d17ccd4b,2020-04-14T01:58:41.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/722ca648a13c052bf137e898ffbcfa81d17ccd4b,Overhauled compiler-time CPU-extension detection. (#713),D8,high,Compiler-time CPU-extension detection is toolchain/platform support.,gpt_5_5_high
C167,open-quantum-safe/liboqs,4cc83e5fbec10be7aa75858616b6e9cc162b7d2c,2026-05-14T19:12:26.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/4cc83e5fbec10be7aa75858616b6e9cc162b7d2c,Add OQS_SIG_STFL_keygen_and_sign_supported() for runtime detection (#2434),D2,high,Runtime detection API supports algorithm capability selection.,gpt_5_5_high
C168,wolfSSL/wolfssl,040e2102a84d26c0e0bb350c228a90dec21769bf,2025-08-01T14:34:09.000-06:00,https://github.com/wolfSSL/wolfssl/commit/040e2102a84d26c0e0bb350c228a90dec21769bf,Merge pull request #9049 from kojiws/import_mldsa_seed_pkcs8_reapply,D2,medium,ML-DSA seed/PKCS#8 import concerns key-format API support.,gpt_5_5_high
C169,open-quantum-safe/liboqs,d0d0413dc9fff538296ab86bac492cb4bf54dedb,2024-11-29T11:50:15.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/d0d0413dc9fff538296ab86bac492cb4bf54dedb,Create liboqs 0.12.0 release candidate 1 (#2006),D9,high,Release-candidate maintenance.,gpt_5_5_high
C170,wolfSSL/wolfssl,4f87a8980f0c2044d0418e9e48ad22044c429fb3,2025-04-02T09:12:48.000+10:00,https://github.com/wolfSSL/wolfssl/commit/4f87a8980f0c2044d0418e9e48ad22044c429fb3,ML-KEM/Kyber: fix for big-endian,D8,high,Big-endian portability fix.,gpt_5_5_high
C171,openssl/openssl,0f22d746628c0c5d2371dd89652137fbbeed6ed6,2025-12-05T14:35:18.000+11:00,https://github.com/openssl/openssl/commit/0f22d746628c0c5d2371dd89652137fbbeed6ed6,Fix ML-KEM/ML-DSA macro typo,D8,medium,Macro typo fix affects preprocessor/build correctness.,gpt_5_5_high
C172,open-quantum-safe/liboqs,d8509387febc9e32466c86aab544d225d60c8e3c,2026-04-21T17:29:12.000+01:00,https://github.com/open-quantum-safe/liboqs/commit/d8509387febc9e32466c86aab544d225d60c8e3c,tests: add fuzz harness for XMSS stateful signature verification (#2399) (#2400),D9,high,Adds fuzz harness test for signature verification.,gpt_5_5_high
C173,wolfSSL/wolfssl,e766b8f0afde58b965473df119e92ff9374b229e,2026-03-12T14:28:40.000-06:00,https://github.com/wolfSSL/wolfssl/commit/e766b8f0afde58b965473df119e92ff9374b229e,Update the wolfCrypt test so that Dilithium init so that devID will get passed to hit callback paths when configured and that Dilithium will be retested in the callback section of the wolfCrypt test.,D9,high,Updates wolfCrypt tests for callback paths.,gpt_5_5_high
C174,open-quantum-safe/liboqs,d1b76908c2ba5e5b1d3e6eb017be979c7324428f,2019-06-27T14:17:25.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/d1b76908c2ba5e5b1d3e6eb017be979c7324428f,Merge pull request #497 from open-quantum-safe/ds-aes-key-schedule,D9,low,AES key-schedule branch merge without specific PQC migration-risk detail.,gpt_5_5_high
C175,openssl/openssl,6a6ce4c1f3d3ceee77ad8787d9786d4af896b72d,2025-03-27T15:41:31.000+05:30,https://github.com/openssl/openssl/commit/6a6ce4c1f3d3ceee77ad8787d9786d4af896b72d,added use IO::File; 15-test_ml_dsa_codecs.t,D8,medium,Perl test dependency/import fix for codec tests.,gpt_5_5_high
C176,open-quantum-safe/oqs-provider,8cee7f7f4c0fbbd9e3d357aeeb9fa8edc0433603,2024-09-30T13:56:00.000-04:00,https://github.com/open-quantum-safe/oqs-provider/commit/8cee7f7f4c0fbbd9e3d357aeeb9fa8edc0433603,fixup! Update linux CI to also build liboqs with -DOQS_LIBJADE_BUILD=OFF,D8,high,Linux CI/liboqs build configuration fix.,gpt_5_5_high
C177,openssl/openssl,653fc2189dc913404203edb674ce4bb45fe5e177,2024-12-22T03:07:33.000+11:00,https://github.com/openssl/openssl/commit/653fc2189dc913404203edb674ce4bb45fe5e177,ML-KEM libcrypto implementation polish,D9,medium,Implementation polish/cleanup.,gpt_5_5_high
C178,open-quantum-safe/oqs-provider,c8cca2f8102805063db05071ec17acd453c4abc6,2023-05-09T06:48:34.000+02:00,https://github.com/open-quantum-safe/oqs-provider/commit/c8cca2f8102805063db05071ec17acd453c4abc6,make algorithms selectable by liboqs bitstrength (#156),D2,high,Algorithms selectable by bitstrength improves selection/config agility.,gpt_5_5_high
C179,open-quantum-safe/liboqs,d61d81c526da8bb62e363f5a75191689572151cb,2023-03-09T10:43:07.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/d61d81c526da8bb62e363f5a75191689572151cb,Add constant time suppression for Falcon AVX2 (#1415),D6,high,Constant-time suppression for Falcon AVX2.,gpt_5_5_high
C180,openssl/openssl,29d14eeb2e71d212476d4f209f0c7976a1a28939,2025-01-22T13:08:33.000+11:00,https://github.com/openssl/openssl/commit/29d14eeb2e71d212476d4f209f0c7976a1a28939,ml-dsa: add more to internal header,D9,medium,Internal-header maintenance.,gpt_5_5_high
C181,wolfSSL/wolfssl,cdbd19551e6a84d084b8943776410a19ed5dd8ac,2026-03-12T15:40:38.000-06:00,https://github.com/wolfSSL/wolfssl/commit/cdbd19551e6a84d084b8943776410a19ed5dd8ac,Have ret initialized to 0 in wc_ecc_free() and wc_dilithium_free(),D7,high,Initializes return value in free functions to avoid erroneous state/error propagation.,gpt_5_5_high
C182,openssl/openssl,89b5a9b8bcf6bfc6d210a8078c43e6f8f77c1377,2025-04-18T11:07:43.000-05:00,https://github.com/openssl/openssl/commit/89b5a9b8bcf6bfc6d210a8078c43e6f8f77c1377,Facilitate corruption in ML-DSA PCT,D9,high,Adds test support for corrupting pairwise consistency test inputs.,gpt_5_5_high
C183,Mbed-TLS/mbedtls,a4aa89b16eb655999e45d873563e6712eece1c36,2020-03-25T12:41:29.000+01:00,https://github.com/Mbed-TLS/mbedtls/commit/a4aa89b16eb655999e45d873563e6712eece1c36,Fix leakage of projective coordinates in ECC,D6,high,"Fixes leakage of projective coordinates, a side-channel exposure.",gpt_5_5_high
C184,wolfSSL/wolfssl,cad2ebde04020f165aa7fa3dbf1bc27f50576a13,2024-12-24T13:55:21.000+10:00,https://github.com/wolfSSL/wolfssl/commit/cad2ebde04020f165aa7fa3dbf1bc27f50576a13,Regression testing fixes,D9,high,Regression testing fixes.,gpt_5_5_high
C185,openssl/openssl,fc585a277b17cff3ab8f43626869d4629e1f71f5,2026-03-05T14:15:55.000Z,https://github.com/openssl/openssl/commit/fc585a277b17cff3ab8f43626869d4629e1f71f5,ML-DSA: Add Win64 SEH unwind support to AVX2 NTT functions,D8,high,Win64 SEH unwind support for AVX2 assembly is platform/toolchain compatibility.,gpt_5_5_high
C186,wolfSSL/wolfssl,0f72d2eafef144f3b6d8c8c7f25cc11ba5087ce0,2026-01-23T11:59:46.000+09:00,https://github.com/wolfSSL/wolfssl/commit/0f72d2eafef144f3b6d8c8c7f25cc11ba5087ce0,enable kyber and dilithium in selftest,D9,medium,Enables PQ algorithms in self-test configuration.,gpt_5_5_high
C187,open-quantum-safe/liboqs,30edf7b9531e018079ea2dfccb8e23ad955d84e9,2026-01-24T11:35:27.000-05:00,https://github.com/open-quantum-safe/liboqs/commit/30edf7b9531e018079ea2dfccb8e23ad955d84e9,test OQS_SIG_sign methods in vectors_sig (#2350),D9,high,Adds vector tests for signature methods.,gpt_5_5_high
C188,open-quantum-safe/liboqs,077e32a94f39af02209dbbc680bf8a43b774b305,2026-05-15T10:04:25.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/077e32a94f39af02209dbbc680bf8a43b774b305,Merge commit from fork,D9,low,Generic merge commit from fork.,gpt_5_5_high
C189,openssl/openssl,0ba71c0a24b185780a96b2c257653f4dcd3446c8,2025-05-05T14:07:54.000-04:00,https://github.com/openssl/openssl/commit/0ba71c0a24b185780a96b2c257653f4dcd3446c8,ssl/t1_lib.c: Free gix if sk_TLS_GROUP_IX_push() fails to avoid memory leak,D5,high,Frees allocation on failure to avoid memory leak.,gpt_5_5_high
C190,open-quantum-safe/liboqs,223ced1de7eab82ce3ef2eb91d1594d4a1e07c44,2019-06-18T20:28:22.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/223ced1de7eab82ce3ef2eb91d1594d4a1e07c44,Merge remote-tracking branch 'oqs/master' into PQClean_Dilithium,D9,high,Generic remote-tracking branch merge.,gpt_5_5_high
C191,open-quantum-safe/oqs-provider,5fd47f991a8a04887d1313d287f7ba5ba5fbaefa,2023-10-06T00:57:10.000-04:00,https://github.com/open-quantum-safe/oqs-provider/commit/5fd47f991a8a04887d1313d287f7ba5ba5fbaefa,remove duplicate LIBOQS_BRANCH option in config doc (#274),D9,high,Removes duplicate configuration documentation option.,gpt_5_5_high
C192,wolfSSL/wolfssl,21be3776bd89fb4b5499aa90414c37af96623b39,2025-07-30T10:52:25.000+09:00,https://github.com/wolfSSL/wolfssl/commit/21be3776bd89fb4b5499aa90414c37af96623b39,add ML-KEM/ML-DSA support for C# wrapper,D2,medium,C# wrapper support adds API binding for PQ algorithms.,gpt_5_5_high
C193,open-quantum-safe/liboqs,1ae9cf6fe53b379c5e7cf40193c844f86a747810,2026-04-20T20:08:10.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/1ae9cf6fe53b379c5e7cf40193c844f86a747810,fix: correct cuPQC ML-KEM derand symbol names and #if/#elif chains (#2396),D8,high,Symbol-name and #if/#elif fixes are build/preprocessor compatibility.,gpt_5_5_high
C194,wolfSSL/wolfssl,994a1fbacca12946fad9914916b3c8d844340b58,2026-03-20T09:46:56.000-07:00,https://github.com/wolfSSL/wolfssl/commit/994a1fbacca12946fad9914916b3c8d844340b58,Merge pull request #9970 from JacobBarthelmeh/bench,D4,medium,Benchmark branch/PR.,gpt_5_5_high
C195,open-quantum-safe/liboqs,1d08c9d6ab696c9d50e36231447d56ddc05735d6,2020-09-10T18:16:18.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/1d08c9d6ab696c9d50e36231447d56ddc05735d6,Sync with PQClean (#817),D9,high,Generic PQClean synchronization.,gpt_5_5_high
C196,wolfSSL/wolfssl,14ce7956f10a076a9798bfaa243659a56aefe4ac,2026-01-09T12:19:11.000+01:00,https://github.com/wolfSSL/wolfssl/commit/14ce7956f10a076a9798bfaa243659a56aefe4ac,Increase test coverage,D9,high,Increases test coverage.,gpt_5_5_high
C197,open-quantum-safe/liboqs,f761b06c3de3120c9b831d27edb66aee103eed56,2023-09-13T08:59:11.000-04:00,https://github.com/open-quantum-safe/liboqs/commit/f761b06c3de3120c9b831d27edb66aee103eed56,Pull Neon implementation of Falcon from PQClean (#1547),D4,high,Neon implementation of Falcon is an optimized performance path.,gpt_5_5_high
C198,aws/s2n-tls,9d8e90a3c1eaa4f001e9cdec07ff72732a994a3e,2020-07-06T10:42:25.000-04:00,https://github.com/aws/s2n-tls/commit/9d8e90a3c1eaa4f001e9cdec07ff72732a994a3e,Importing Kyber PQ KEM (#2056),D9,medium,Imports Kyber PQ KEM implementation.,gpt_5_5_high
C199,openssl/openssl,d4f0bd379f94e086bf6ea4d72cffc699fa667d4f,2025-01-09T09:35:28.000+11:00,https://github.com/openssl/openssl/commit/d4f0bd379f94e086bf6ea4d72cffc699fa667d4f,fips: add pairwise consistency test for ML-KEM key generation,D9,medium,Adds pairwise consistency test for ML-KEM key generation.,gpt_5_5_high
C200,wolfSSL/wolfssl,65a1a6887747949ed148d8be3350b86ecff24fbc,2026-02-03T11:11:32.000+10:00,https://github.com/wolfSSL/wolfssl/commit/65a1a6887747949ed148d8be3350b86ecff24fbc,ML-KEM/ML-DSA: harden against fault attacks,D6,high,Hardening against fault attacks is side-channel/fault-injection protection.,gpt_5_5_high
