finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_270,R02,tests/src/psa_exercise_key.c,76,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"      73:     }
      74: #if defined(MBEDTLS_PSA_CRYPTO_SE_C)
      75:     /* MBEDTLS_PSA_CRYPTO_SE_C does not support thread safety. */
>>>   76:     if (key_destroyable == 0) {
      77:         /* randomly-generated 64-bit constant, should never appear in test data */
      78:         psa_key_slot_number_t slot_number = 0xec94d4a5058a1a21;
      79:         status = psa_get_key_slot_number(&attributes, &slot_number);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_271,R02,tests/src/psa_exercise_key.c,198,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     195: 
     196:     if (usage & PSA_KEY_USAGE_ENCRYPT) {
     197:         status = psa_cipher_encrypt_setup(&operation, key, alg);
>>>  198:         if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
     199:             /* The key has been destroyed. */
     200:             PSA_ASSERT(psa_cipher_abort(&operation));
     201:             return 1;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_272,R02,tests/src/psa_exercise_key.c,503,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     500:         status = psa_key_derivation_input_key(operation,
     501:                                               PSA_KEY_DERIVATION_INPUT_SECRET,
     502:                                               key);
>>>  503:         if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
     504:             /* The key has been destroyed. */
     505:             return 1;
     506:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_273,R02,tests/src/psa_exercise_key.c,519,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     516:         status = psa_key_derivation_input_key(operation,
     517:                                               PSA_KEY_DERIVATION_INPUT_SECRET,
     518:                                               key);
>>>  519:         if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
     520:             /* The key has been destroyed. */
     521:             return 1;
     522:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_274,R02,tests/src/psa_exercise_key.c,612,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     609:         psa_status_t status = psa_key_derivation_output_bytes(&operation,
     610:                                                               output,
     611:                                                               capacity);
>>>  612:         if (key_destroyable && status == PSA_ERROR_BAD_STATE) {
     613:             /* The key has been destroyed. */
     614:             PSA_ASSERT(psa_key_derivation_abort(&operation));
     615:         } else {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_275,R02,tests/src/psa_exercise_key.c,698,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     695:     psa_key_attributes_t attributes = PSA_KEY_ATTRIBUTES_INIT;
     696: 
     697:     psa_status_t status = psa_get_key_attributes(key, &attributes);
>>>  698:     if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
     699:         /* The key has been destroyed. */
     700:         psa_reset_key_attributes(&attributes);
     701:         return PSA_SUCCESS;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_276,R02,tests/src/psa_exercise_key.c,801,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     798:         if (PSA_ALG_IS_HKDF_EXPAND(kdf_alg)) {
     799:             psa_key_attributes_t attributes = PSA_KEY_ATTRIBUTES_INIT;
     800:             psa_status_t status = psa_get_key_attributes(key, &attributes);
>>>  801:             if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
     802:                 /* The key has been destroyed. */
     803:                 ok = 1;
     804:             }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_277,R02,tests/src/psa_exercise_key.c,854,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     851:     } else
     852: 
     853: #if defined(MBEDTLS_ASN1_PARSE_C)
>>>  854:     if (type == PSA_KEY_TYPE_RSA_KEY_PAIR) {
     855:         uint8_t *p = (uint8_t *) exported;
     856:         const uint8_t *end = exported + exported_length;
     857:         size_t len;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_278,R02,tests/src/psa_exercise_key.c,1016,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1013:     int ok = 0;
    1014: 
    1015:     psa_status_t status = psa_get_key_attributes(key, &attributes);
>>> 1016:     if (key_destroyable && status == PSA_ERROR_INVALID_HANDLE) {
    1017:         /* The key has been destroyed. */
    1018:         psa_reset_key_attributes(&attributes);
    1019:         return 1;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_279,R02,tests/src/test_helpers/ssl_helpers.c,629,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     626:     /* Load own certificate and private key */
     627: 
     628:     if (ep->conf.endpoint == MBEDTLS_SSL_IS_SERVER) {
>>>  629:         if (pk_alg == MBEDTLS_PK_RSA) {
     630:             ret = mbedtls_x509_crt_parse(
     631:                 cert->cert,
     632:                 (const unsigned char *) mbedtls_test_srv_crt_rsa_sha256_der,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_280,R03,library/ctr_drbg.c,167,Stack-allocated crypto buffer 'key' of large size (MBEDTLS_CTR_DRBG_KEYSIZE) detected.,"     164:     unsigned char buf[MBEDTLS_CTR_DRBG_MAX_SEED_INPUT +
     165:                       MBEDTLS_CTR_DRBG_BLOCKSIZE + 16];
     166:     unsigned char tmp[MBEDTLS_CTR_DRBG_SEEDLEN];
>>>  167:     unsigned char key[MBEDTLS_CTR_DRBG_KEYSIZE];
     168:     unsigned char chain[MBEDTLS_CTR_DRBG_BLOCKSIZE];
     169:     unsigned char *p, *iv;
     170:     int ret = 0;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_281,R03,library/des.c,474,Stack-allocated crypto buffer 'key' of large size (MBEDTLS_DES_KEY_SIZE) detected.,"     471: /*
     472:  * DES key schedule (56-bit, decryption)
     473:  */
>>>  474: int mbedtls_des_setkey_dec(mbedtls_des_context *ctx, const unsigned char key[MBEDTLS_DES_KEY_SIZE])
     475: {
     476:     int i;
     477: ",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_282,R03,library/hmac_drbg.c,138,Stack-allocated crypto buffer 'seed' of large size (MBEDTLS_HMAC_DRBG_MAX_SEED_INPUT) detected.,"     135:                                  const unsigned char *additional, size_t len,
     136:                                  int use_nonce)
     137: {
>>>  138:     unsigned char seed[MBEDTLS_HMAC_DRBG_MAX_SEED_INPUT];
     139:     size_t seedlen = 0;
     140:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
     141: ",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_283,R03,library/pk.c,596,Stack-allocated crypto buffer 'key_buffer' of large size (PSA_EXPORT_KEY_PAIR_MAX_SIZE) detected.,"     593:                                            const psa_key_attributes_t *attributes,
     594:                                            mbedtls_svc_key_id_t *new_key_id)
     595: {
>>>  596:     unsigned char key_buffer[PSA_EXPORT_KEY_PAIR_MAX_SIZE];
     597:     size_t key_length = 0;
     598:     psa_status_t status = psa_export_key(old_key_id,
     599:                                          key_buffer, sizeof(key_buffer),",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_284,R03,library/pk_ecc.c,121,Stack-allocated crypto buffer 'pub' of large size (MBEDTLS_PSA_MAX_EC_PUBKEY_LENGTH) detected.,"     118:     }
     119: 
     120:     /* Export public key from PSA */
>>>  121:     unsigned char pub[MBEDTLS_PSA_MAX_EC_PUBKEY_LENGTH];
     122:     size_t pub_len;
     123:     status = psa_export_public_key(key_id, pub, sizeof(pub), &pub_len);
     124:     psa_status_t destruction_status = psa_destroy_key(key_id);",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_285,R03,library/pk_wrap.c,608,Stack-allocated crypto buffer 'key' of large size (MBEDTLS_PK_MAX_EC_PUBKEY_RAW_LEN) detected.,"     605:                                     const unsigned char *sig, size_t sig_len)
     606: {
     607:     (void) md_alg;
>>>  608:     unsigned char key[MBEDTLS_PK_MAX_EC_PUBKEY_RAW_LEN];
     609:     size_t key_len;
     610:     psa_key_attributes_t key_attr = PSA_KEY_ATTRIBUTES_INIT;
     611:     psa_ecc_family_t curve;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_286,R03,library/pk_wrap.c,1052,Stack-allocated crypto buffer 'pub_key' of large size (MBEDTLS_PK_MAX_EC_PUBKEY_RAW_LEN) detected.,"    1049:     psa_status_t status;
    1050:     uint8_t exp_pub_key[MBEDTLS_PK_MAX_EC_PUBKEY_RAW_LEN];
    1051:     size_t exp_pub_key_len = 0;
>>> 1052:     uint8_t pub_key[MBEDTLS_PK_MAX_EC_PUBKEY_RAW_LEN];
    1053:     size_t pub_key_len = 0;
    1054:     int ret;
    1055:     (void) f_rng;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_287,R03,library/psa_crypto_driver_wrappers.h,2118,Stack-allocated crypto buffer 'check_tag' of large size (PSA_AEAD_TAG_MAX_SIZE) detected.,"    2115:         case PSA_CRYPTO_MBED_TLS_DRIVER_ID:
    2116:             {
    2117:                 psa_status_t status = PSA_ERROR_CORRUPTION_DETECTED;
>>> 2118:                 uint8_t check_tag[PSA_AEAD_TAG_MAX_SIZE];
    2119:                 size_t check_tag_length;
    2120: 
    2121:                 status = mbedtls_psa_aead_finish( &operation->ctx.mbedtls_ctx,",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_288,R03,library/psa_crypto_mac.c,428,Stack-allocated crypto buffer 'actual_mac' of large size (PSA_MAC_MAX_SIZE) detected.,"     425:     const uint8_t *mac,
     426:     size_t mac_length)
     427: {
>>>  428:     uint8_t actual_mac[PSA_MAC_MAX_SIZE];
     429:     psa_status_t status = PSA_ERROR_CORRUPTION_DETECTED;
     430: 
     431:     if (operation->alg == 0) {",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_289,R03,library/rsa.c,2922,Stack-allocated crypto buffer 'rsa_plaintext' of large size (PT_LEN) detected.,"    2919: #if defined(MBEDTLS_PKCS1_V15)
    2920:     size_t len;
    2921:     mbedtls_rsa_context rsa;
>>> 2922:     unsigned char rsa_plaintext[PT_LEN];
    2923:     unsigned char rsa_decrypted[PT_LEN];
    2924:     unsigned char rsa_ciphertext[KEY_LEN];
    2925: #if defined(MBEDTLS_MD_CAN_SHA1)",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_290,R03,library/ssl_msg.c,91,Stack-allocated crypto buffer 'key_buf' of large size (MAX_HASH_BLOCK_LENGTH) detected.,"      88:      */
      89:     psa_algorithm_t hash_alg = PSA_ALG_HMAC_GET_HASH(mac_alg);
      90:     const size_t block_size = PSA_HASH_BLOCK_LENGTH(hash_alg);
>>>   91:     unsigned char key_buf[MAX_HASH_BLOCK_LENGTH];
      92:     const size_t hash_size = PSA_HASH_LENGTH(hash_alg);
      93:     psa_hash_operation_t operation = PSA_HASH_OPERATION_INIT;
      94:     size_t hash_length;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_291,R03,library/ssl_tls.c,7703,Stack-allocated crypto buffer 'tmp_digest' of large size (MBEDTLS_SSL_PEER_CERT_DIGEST_MAX_LEN) detected.,"    7700:         ssl->session->peer_cert_digest_type;
    7701:     mbedtls_md_info_t const * const digest_info =
    7702:         mbedtls_md_info_from_type(peer_cert_digest_type);
>>> 7703:     unsigned char tmp_digest[MBEDTLS_SSL_PEER_CERT_DIGEST_MAX_LEN];
    7704:     size_t digest_len;
    7705: 
    7706:     if (peer_cert_digest == NULL || digest_info == NULL) {",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_292,R03,library/ssl_tls13_generic.c,341,Stack-allocated crypto buffer 'verify_buffer' of large size (SSL_VERIFY_STRUCT_MAX_SIZE) detected.,"     338: 
     339: #if defined(MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_EPHEMERAL_ENABLED)
     340:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
>>>  341:     unsigned char verify_buffer[SSL_VERIFY_STRUCT_MAX_SIZE];
     342:     size_t verify_buffer_len;
     343:     unsigned char transcript[MBEDTLS_TLS1_3_MD_MAX_SIZE];
     344:     size_t transcript_len;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_293,R03,library/ssl_tls13_generic.c,1056,Stack-allocated crypto buffer 'verify_hash' of large size (PSA_HASH_MAX_SIZE) detected.,"    1053:         mbedtls_pk_type_t pk_type = MBEDTLS_PK_NONE;
    1054:         mbedtls_md_type_t md_alg = MBEDTLS_MD_NONE;
    1055:         psa_algorithm_t psa_algorithm = PSA_ALG_NONE;
>>> 1056:         unsigned char verify_hash[PSA_HASH_MAX_SIZE];
    1057:         size_t verify_hash_len;
    1058: 
    1059:         if (!mbedtls_ssl_sig_alg_is_offered(ssl, *sig_alg)) {",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_294,R03,library/ssl_tls13_keys.c,709,Stack-allocated crypto buffer 'finished_key' of large size (PSA_MAC_MAX_SIZE) detected.,"     706:     psa_key_attributes_t attributes = PSA_KEY_ATTRIBUTES_INIT;
     707:     psa_status_t status = PSA_ERROR_CORRUPTION_DETECTED;
     708:     size_t hash_len = PSA_HASH_LENGTH(hash_alg);
>>>  709:     unsigned char finished_key[PSA_MAC_MAX_SIZE];
     710:     int ret;
     711:     psa_algorithm_t alg;
     712: ",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_295,R03,library/x509write_crt.c,424,Stack-allocated crypto buffer 'sig' of large size (MBEDTLS_PK_SIGNATURE_MAX_SIZE) detected.,"     421:     const char *sig_oid;
     422:     size_t sig_oid_len = 0;
     423:     unsigned char *c, *c2;
>>>  424:     unsigned char sig[MBEDTLS_PK_SIGNATURE_MAX_SIZE];
     425:     size_t hash_length = 0;
     426:     unsigned char hash[MBEDTLS_MD_MAX_SIZE];
     427: #if defined(MBEDTLS_USE_PSA_CRYPTO)",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_296,R03,programs/psa/key_ladder_demo.c,159,Stack-allocated crypto buffer 'key_data' of large size (KEY_SIZE_BYTES) detected.,"     156:                              const char *output_file_name)
     157: {
     158:     psa_status_t status = PSA_SUCCESS;
>>>  159:     uint8_t key_data[KEY_SIZE_BYTES];
     160:     size_t key_size;
     161:     FILE *key_file = NULL;
     162: ",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_297,R03,programs/psa/key_ladder_demo.c,218,Stack-allocated crypto buffer 'key_data' of large size (KEY_SIZE_BYTES) detected.,"     215: {
     216:     psa_status_t status = PSA_SUCCESS;
     217:     psa_key_attributes_t attributes = PSA_KEY_ATTRIBUTES_INIT;
>>>  218:     uint8_t key_data[KEY_SIZE_BYTES];
     219:     size_t key_size;
     220:     FILE *key_file = NULL;
     221:     unsigned char extra_byte;",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_298,R03,tests/src/psa_exercise_key.c,127,Stack-allocated crypto buffer 'mac' of large size (PSA_MAC_MAX_SIZE) detected.,"     124: {
     125:     psa_mac_operation_t operation = PSA_MAC_OPERATION_INIT;
     126:     const unsigned char input[] = ""foo"";
>>>  127:     unsigned char mac[PSA_MAC_MAX_SIZE] = { 0 };
     128:     size_t mac_length = sizeof(mac);
     129:     psa_status_t status = PSA_SUCCESS;
     130:     /* Convert wildcard algorithm to exercisable algorithm */",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_299,R03,tests/src/psa_exercise_key.c,361,Stack-allocated crypto buffer 'signature' of large size (PSA_SIGNATURE_MAX_SIZE) detected.,"     358:         PSA_ALG_IS_SIGN_HASH(alg)) {
     359:         unsigned char payload[PSA_HASH_MAX_SIZE] = { 1 };
     360:         size_t payload_length = 16;
>>>  361:         unsigned char signature[PSA_SIGNATURE_MAX_SIZE] = { 0 };
     362:         size_t signature_length = sizeof(signature);
     363: 
     364:         /* Some algorithms require the payload to have the size of",TP,medium,Stack-resident crypto buffer should be reviewed for PQC migration resource pressure.,llm_assisted_static_audit
mbedtls_300,R04,library/aria.c,546,Return value of cryptographic function 'mbedtls_aria_crypt_ecb' is unchecked.,"     543:         while (length > 0) {
     544:             mbedtls_xor(output, input, iv, MBEDTLS_ARIA_BLOCKSIZE);
     545: 
>>>  546:             mbedtls_aria_crypt_ecb(ctx, output, output);
     547:             memcpy(iv, output, MBEDTLS_ARIA_BLOCKSIZE);
     548: 
     549:             input  += MBEDTLS_ARIA_BLOCKSIZE;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_301,R04,library/aria.c,601,Return value of cryptographic function 'mbedtls_aria_crypt_ecb' is unchecked.,"     598:     } else {
     599:         while (length--) {
     600:             if (n == 0) {
>>>  601:                 mbedtls_aria_crypt_ecb(ctx, iv, iv);
     602:             }
     603: 
     604:             iv[n] = *output++ = (unsigned char) (iv[n] ^ *input++);",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_302,R04,library/aria.c,640,Return value of cryptographic function 'mbedtls_aria_crypt_ecb' is unchecked.,"     637: 
     638:     while (length--) {
     639:         if (n == 0) {
>>>  640:             mbedtls_aria_crypt_ecb(ctx, nonce_counter,
     641:                                    stream_block);
     642: 
     643:             for (i = MBEDTLS_ARIA_BLOCKSIZE; i > 0; i--) {",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_303,R04,library/aria.c,904,Return value of cryptographic function 'mbedtls_aria_setkey_enc' is unchecked.,"     901:         if (verbose) {
     902:             mbedtls_printf(""  ARIA-CFB-%d (enc): "", 128 + 64 * i);
     903:         }
>>>  904:         mbedtls_aria_setkey_enc(&ctx, aria_test2_key, 128 + 64 * i);
     905:         memcpy(iv, aria_test2_iv, MBEDTLS_ARIA_BLOCKSIZE);
     906:         memset(buf, 0x55, sizeof(buf));
     907:         j = 0;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_304,R04,library/aria.c,908,Return value of cryptographic function 'mbedtls_aria_crypt_cfb128' is unchecked.,"     905:         memcpy(iv, aria_test2_iv, MBEDTLS_ARIA_BLOCKSIZE);
     906:         memset(buf, 0x55, sizeof(buf));
     907:         j = 0;
>>>  908:         mbedtls_aria_crypt_cfb128(&ctx, MBEDTLS_ARIA_ENCRYPT, 48, &j, iv,
     909:                                   aria_test2_pt, buf);
     910:         ARIA_SELF_TEST_ASSERT(memcmp(buf, aria_test2_cfb_ct[i], 48) != 0);
     911: ",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_305,R04,library/aria.c,916,Return value of cryptographic function 'mbedtls_aria_setkey_enc' is unchecked.,"     913:         if (verbose) {
     914:             mbedtls_printf(""  ARIA-CFB-%d (dec): "", 128 + 64 * i);
     915:         }
>>>  916:         mbedtls_aria_setkey_enc(&ctx, aria_test2_key, 128 + 64 * i);
     917:         memcpy(iv, aria_test2_iv, MBEDTLS_ARIA_BLOCKSIZE);
     918:         memset(buf, 0xAA, sizeof(buf));
     919:         j = 0;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_306,R04,library/aria.c,920,Return value of cryptographic function 'mbedtls_aria_crypt_cfb128' is unchecked.,"     917:         memcpy(iv, aria_test2_iv, MBEDTLS_ARIA_BLOCKSIZE);
     918:         memset(buf, 0xAA, sizeof(buf));
     919:         j = 0;
>>>  920:         mbedtls_aria_crypt_cfb128(&ctx, MBEDTLS_ARIA_DECRYPT, 48, &j,
     921:                                   iv, aria_test2_cfb_ct[i], buf);
     922:         ARIA_SELF_TEST_ASSERT(memcmp(buf, aria_test2_pt, 48) != 0);
     923:     }",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_307,R04,library/aria.c,935,Return value of cryptographic function 'mbedtls_aria_setkey_enc' is unchecked.,"     932:         if (verbose) {
     933:             mbedtls_printf(""  ARIA-CTR-%d (enc): "", 128 + 64 * i);
     934:         }
>>>  935:         mbedtls_aria_setkey_enc(&ctx, aria_test2_key, 128 + 64 * i);
     936:         memset(iv, 0, MBEDTLS_ARIA_BLOCKSIZE);                      // IV = 0
     937:         memset(buf, 0x55, sizeof(buf));
     938:         j = 0;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_308,R04,library/aria.c,939,Return value of cryptographic function 'mbedtls_aria_crypt_ctr' is unchecked.,"     936:         memset(iv, 0, MBEDTLS_ARIA_BLOCKSIZE);                      // IV = 0
     937:         memset(buf, 0x55, sizeof(buf));
     938:         j = 0;
>>>  939:         mbedtls_aria_crypt_ctr(&ctx, 48, &j, iv, blk,
     940:                                aria_test2_pt, buf);
     941:         ARIA_SELF_TEST_ASSERT(memcmp(buf, aria_test2_ctr_ct[i], 48) != 0);
     942: ",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_309,R04,library/bignum.c,130,Return value of cryptographic function 'mbedtls_mpi_core_cond_assign' is unchecked.,"     127: 
     128:         X->s = mbedtls_ct_mpi_sign_if(do_assign, Y->s, X->s);
     129: 
>>>  130:         mbedtls_mpi_core_cond_assign(X->p, Y->p, Y->n, do_assign);
     131: 
     132:         mbedtls_ct_condition_t do_not_assign = mbedtls_ct_bool_not(do_assign);
     133:         for (size_t i = Y->n; i < X->n; i++) {",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_310,R04,library/bignum_core.c,605,Return value of cryptographic function 'mbedtls_mpi_core_cond_assign' is unchecked.,"     602: {
     603:     for (size_t i = 0; i < count; i++, table += limbs) {
     604:         mbedtls_ct_condition_t assign = mbedtls_ct_uint_eq(i, index);
>>>  605:         mbedtls_mpi_core_cond_assign(dest, table, limbs, assign);
     606:     }
     607: }
     608: ",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_311,R04,library/bignum_mod_raw.c,31,Return value of cryptographic function 'mbedtls_mpi_core_cond_assign' is unchecked.,"      28:                                      const mbedtls_mpi_mod_modulus *N,
      29:                                      unsigned char assign)
      30: {
>>>   31:     mbedtls_mpi_core_cond_assign(X, A, N->limbs, mbedtls_ct_bool(assign));
      32: }
      33: 
      34: void mbedtls_mpi_mod_raw_cond_swap(mbedtls_mpi_uint *X,",TP,medium,Unchecked return is on a cryptographic/protocol-relevant path; should be checked or justified during migration.,llm_assisted_static_audit
mbedtls_312,R04,library/camellia.c,591,Return value of cryptographic function 'mbedtls_camellia_crypt_ecb' is unchecked.,"     588:     if (mode == MBEDTLS_CAMELLIA_DECRYPT) {
     589:         while (length--) {
     590:             if (n == 0) {
>>>  591:                 mbedtls_camellia_crypt_ecb(ctx, MBEDTLS_CAMELLIA_ENCRYPT, iv, iv);
     592:             }
     593: 
     594:             c = *input++;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_313,R04,library/camellia.c,640,Return value of cryptographic function 'mbedtls_camellia_crypt_ecb' is unchecked.,"     637: 
     638:     while (length--) {
     639:         if (n == 0) {
>>>  640:             mbedtls_camellia_crypt_ecb(ctx, MBEDTLS_CAMELLIA_ENCRYPT, nonce_counter,
     641:                                        stream_block);
     642: 
     643:             for (i = 16; i > 0; i--) {",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_314,R04,library/camellia.c,907,Return value of cryptographic function 'mbedtls_camellia_setkey_dec' is unchecked.,"     904: 
     905: #if !defined(MBEDTLS_BLOCK_CIPHER_NO_DECRYPT)
     906:             if (v == MBEDTLS_CAMELLIA_DECRYPT) {
>>>  907:                 mbedtls_camellia_setkey_dec(&ctx, key, 128 + u * 64);
     908:                 memcpy(src, camellia_test_ecb_cipher[u][i], 16);
     909:                 memcpy(dst, camellia_test_ecb_plain[i], 16);
     910:             } else",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_315,R04,library/camellia.c,918,Return value of cryptographic function 'mbedtls_camellia_crypt_ecb' is unchecked.,"     915:                 memcpy(dst, camellia_test_ecb_cipher[u][i], 16);
     916:             }
     917: 
>>>  918:             mbedtls_camellia_crypt_ecb(&ctx, v, src, buf);
     919: 
     920:             if (memcmp(buf, dst, 16) != 0) {
     921:                 if (verbose != 0) {",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_316,R04,library/camellia.c,1015,Return value of cryptographic function 'mbedtls_camellia_crypt_ctr' is unchecked.,"    1012:             len = camellia_test_ctr_len[u];
    1013:             memcpy(buf, camellia_test_ctr_ct[u], len);
    1014: 
>>> 1015:             mbedtls_camellia_crypt_ctr(&ctx, len, &offset, nonce_counter, stream_block,
    1016:                                        buf, buf);
    1017: 
    1018:             if (memcmp(buf, camellia_test_ctr_pt[u], len) != 0) {",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_317,R04,library/des.c,466,Return value of cryptographic function 'mbedtls_des_setkey' is unchecked.,"     463:  */
     464: int mbedtls_des_setkey_enc(mbedtls_des_context *ctx, const unsigned char key[MBEDTLS_DES_KEY_SIZE])
     465: {
>>>  466:     mbedtls_des_setkey(ctx->sk, key);
     467: 
     468:     return 0;
     469: }",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_318,R04,library/des.c,478,Return value of cryptographic function 'mbedtls_des_setkey' is unchecked.,"     475: {
     476:     int i;
     477: 
>>>  478:     mbedtls_des_setkey(ctx->sk, key);
     479: 
     480:     for (i = 0; i < 16; i += 2) {
     481:         SWAP(ctx->sk[i], ctx->sk[30 - i]);",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_319,R04,library/des.c,546,Return value of cryptographic function 'mbedtls_des_setkey' is unchecked.,"     543: {
     544:     int i;
     545: 
>>>  546:     mbedtls_des_setkey(esk, key);
     547:     mbedtls_des_setkey(dsk + 32, key +  8);
     548:     mbedtls_des_setkey(esk + 64, key + 16);
     549: ",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
