finding_id,rule,file,line,matched_text,annotator_verdict,justification
grep-f6f77515,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,157,int32_t t[2] = {0};,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-24a288b9,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,163,t[1] <=   ((int32_t) k * 2 * MLKEM_UINT12_LIMIT * 32768) &&,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-924f2c20,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,164,t[1] >= - ((int32_t) k * 2 * MLKEM_UINT12_LIMIT * 32768))),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-71e19ac4,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,168,t[1] += (int32_t)a[k].coeffs[2 * i] * b[k].coeffs[2 * i + 1];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-bd8a76d1,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,169,t[1] += (int32_t)a[k].coeffs[2 * i + 1] * b[k].coeffs[2 * i];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-1b747168,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,172,r->coeffs[2 * i + 1] = mlk_montgomery_reduce(t[1]);,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-9708250a,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,307,MLK_ALIGN uint8_t buf[4][MLK_ALIGN_UP(MLKEM_ETA1 * MLKEM_N / 4)];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-427d735d,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,308,MLK_ALIGN uint8_t extkey[4][MLK_ALIGN_UP(MLKEM_SYMBYTES + 1)];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-9092a6cd,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,310,"memcpy(extkey[1], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-0aed14bf,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,311,"memcpy(extkey[2], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-f28a6812,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,312,"memcpy(extkey[3], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-7bac10c6,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,314,extkey[1][MLKEM_SYMBYTES] = nonce1;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-7fd649e9,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,315,extkey[2][MLKEM_SYMBYTES] = nonce2;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-122dc559,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,316,extkey[3][MLKEM_SYMBYTES] = nonce3;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-ff2c79c4,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,319,"mlk_poly_cbd_eta1(r1, buf[1]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-2389eb6e,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,320,"mlk_poly_cbd_eta1(r2, buf[2]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-ddb42477,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,321,"mlk_poly_cbd_eta1(r3, buf[3]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-911c70d1,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,409,MLK_ALIGN uint8_t buf[4][MLK_ALIGN_UP(MLKEM_ETA1 * MLKEM_N / 4)];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-717fab56,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,410,MLK_ALIGN uint8_t extkey[4][MLK_ALIGN_UP(MLKEM_SYMBYTES + 1)];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-61fa7192,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,413,"memcpy(extkey[1], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-8cb5631e,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,414,"memcpy(extkey[2], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-ee0348c1,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,415,"memcpy(extkey[3], seed, MLKEM_SYMBYTES);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-af396f2c,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,417,extkey[1][MLKEM_SYMBYTES] = nonce1;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-443665a0,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,418,extkey[2][MLKEM_SYMBYTES] = nonce2;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-286a2bc0,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,419,extkey[3][MLKEM_SYMBYTES] = nonce3;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-2b97d57f,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,422,* even though that means generating more random data in buf[2] and buf[3],TP,Small buffer/macro identified for potentially asymmetric key material.
grep-7d7fdcc6,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,428,"mlk_prf_eta1(buf[1], extkey[1]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-b4246cdf,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,429,"mlk_prf_eta2(buf[2], extkey[2]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-0b71e313,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,430,"mlk_prf_eta2(buf[3], extkey[3]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-543bb1d0,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,434,"mlk_poly_cbd_eta1(r1, buf[1]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-85515960,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,435,"mlk_poly_cbd_eta2(r2, buf[2]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-5674f2b0,R01,embedded\esp32_pio\src\kyber_internal\poly_k.c,436,"mlk_poly_cbd_eta2(r3, buf[3]);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-e7be41a5,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,150,uint8_t seed[4][MLK_ALIGN_UP(MLKEM_SYMBYTES + 2)]),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-3f2ee147,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,154,buf[4][MLK_ALIGN_UP(MLKEM_GEN_MATRIX_NBLOCKS * MLK_XOF_RATE)];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-c6c0f4a9,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,157,unsigned ctr[4];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-893f7dc0,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,171,"ctr[1] = mlk_rej_uniform(vec[1].coeffs, MLKEM_N, 0, buf[1], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-c3336b42,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,172,"ctr[2] = mlk_rej_uniform(vec[2].coeffs, MLKEM_N, 0, buf[2], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-edb5e980,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,173,"ctr[3] = mlk_rej_uniform(vec[3].coeffs, MLKEM_N, 0, buf[3], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-829bc403,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,180,while (ctr[0] < MLKEM_N || ctr[1] < MLKEM_N || ctr[2] < MLKEM_N ||,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-d0cabe74,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,181,ctr[3] < MLKEM_N),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-b2a509a9,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,184,"object_whole(buf[1]), object_whole(buf[2]), object_whole(buf[3]))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-b60d106c,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,185,invariant(ctr[0] <= MLKEM_N && ctr[1] <= MLKEM_N),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-dac214d0,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,186,invariant(ctr[2] <= MLKEM_N && ctr[3] <= MLKEM_N),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-03d25ec4,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,188,"invariant(array_bound(vec[1].coeffs, 0, ctr[1], 0, MLKEM_Q))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-4254c61c,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,189,"invariant(array_bound(vec[2].coeffs, 0, ctr[2], 0, MLKEM_Q))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-b621c5c0,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,190,"invariant(array_bound(vec[3].coeffs, 0, ctr[3], 0, MLKEM_Q)))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-d586b041,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,194,"ctr[1] = mlk_rej_uniform(vec[1].coeffs, MLKEM_N, ctr[1], buf[1], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-ceb34e38,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,195,"ctr[2] = mlk_rej_uniform(vec[2].coeffs, MLKEM_N, ctr[2], buf[2], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-485b5eba,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,196,"ctr[3] = mlk_rej_uniform(vec[3].coeffs, MLKEM_N, ctr[3], buf[3], buflen);",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-60ab1103,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,255,static uint32_t mlk_load32_littleendian(const uint8_t x[4]),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-c883d103,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,259,r |= (uint32_t)x[1] << 8;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-920d9577,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,260,r |= (uint32_t)x[2] << 16;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-a7c14d36,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,261,r |= (uint32_t)x[3] << 24;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-30429a6e,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,307,static uint32_t mlk_load24_littleendian(const uint8_t x[3]),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-f793e290,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,311,r |= (uint32_t)x[1] << 8;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-f6369f1b,R01,embedded\esp32_pio\src\kyber_internal\sampling.c,312,r |= (uint32_t)x[2] << 16;,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-45ad0be5,R01,embedded\esp32_pio\src\kyber_internal\sampling.h,70,*              - uint8_t seed[4][MLK_ALIGN_UP(MLKEM_SYMBYTES + 2)]:,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-8f209f5a,R01,embedded\esp32_pio\src\kyber_internal\sampling.h,79,uint8_t seed[4][MLK_ALIGN_UP(MLKEM_SYMBYTES + 2)]),TP,Small buffer/macro identified for potentially asymmetric key material.
grep-c15c5e4a,R01,embedded\esp32_pio\src\kyber_internal\sampling.h,85,"ensures(array_bound(vec[1].coeffs, 0, MLKEM_N, 0, MLKEM_Q))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-fb5bc86e,R01,embedded\esp32_pio\src\kyber_internal\sampling.h,86,"ensures(array_bound(vec[2].coeffs, 0, MLKEM_N, 0, MLKEM_Q))",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-ad406584,R01,embedded\esp32_pio\src\kyber_internal\sampling.h,87,"ensures(array_bound(vec[3].coeffs, 0, MLKEM_N, 0, MLKEM_Q)));",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-fbe2e22e,R01,embedded\esp32_pio\src\kyber_internal\sha3.h,23,uint64_t s[25];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-35949cf6,R01,embedded\esp32_pio\src\kyber_internal\sha3x4.h,23,uint64_t s[4][25];,TP,Small buffer/macro identified for potentially asymmetric key material.
grep-fac92139,R01,embedded\esp32_pio\src\kyber_internal\symmetric.h,44,"mlk_shake256x4((OUT)[0], (OUT)[1], (OUT)[2], (OUT)[3],                \",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-36aed3a6,R01,embedded\esp32_pio\src\kyber_internal\symmetric.h,45,"(MLKEM_ETA1 * MLKEM_N / 4), (IN)[0], (IN)[1], (IN)[2], \",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-242ea73a,R01,embedded\esp32_pio\src\kyber_internal\symmetric.h,46,"(IN)[3], MLKEM_SYMBYTES + 1)",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-32809984,R01,embedded\esp32_pio\src\kyber_internal\symmetric.h,60,"mlk_shake128x4_absorb_once((CTX), (IN)[0], (IN)[1], (IN)[2], (IN)[3], \",TP,Small buffer/macro identified for potentially asymmetric key material.
grep-0526a223,R01,embedded\esp32_pio\src\kyber_internal\symmetric.h,63,"mlk_shake128x4_squeezeblocks((BUF)[0], (BUF)[1], (BUF)[2], (BUF)[3], \",TP,Small buffer/macro identified for potentially asymmetric key material.
