finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_filtered_280,R02,library/ssl_tls12_client.c,1428,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1425:                           (""server hello, chosen ciphersuite: %s"", suite_info->name));
    1426: 
    1427: #if defined(MBEDTLS_SSL_ECP_RESTARTABLE_ENABLED)
>>> 1428:     if (suite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_ECDSA &&
    1429:         ssl->tls_version == MBEDTLS_SSL_VERSION_TLS1_2) {
    1430:         ssl->handshake->ecrs_enabled = 1;
    1431:     }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_281,R02,library/ssl_tls12_client.c,1461,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1458:             return MBEDTLS_ERR_SSL_DECODE_ERROR;
    1459:         }
    1460: 
>>> 1461:         switch (ext_id) {
    1462:             case MBEDTLS_TLS_EXT_RENEGOTIATION_INFO:
    1463:                 MBEDTLS_SSL_DEBUG_MSG(3, (""found renegotiation extension""));
    1464: #if defined(MBEDTLS_SSL_RENEGOTIATION)",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_282,R02,library/ssl_tls12_client.c,1683,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1680:      *     opaque dh_Ys<1..2^16-1>;
    1681:      * } ServerDHParams;
    1682:      */
>>> 1683:     if ((ret = mbedtls_dhm_read_params(&ssl->handshake->dhm_ctx,
    1684:                                        p, end)) != 0) {
    1685:         MBEDTLS_SSL_DEBUG_RET(2, (""mbedtls_dhm_read_params""), ret);
    1686:         return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_283,R02,library/ssl_tls12_client.c,1690,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1687:     }
    1688: 
    1689:     dhm_actual_bitlen = mbedtls_dhm_get_bitlen(&ssl->handshake->dhm_ctx);
>>> 1690:     if (dhm_actual_bitlen < ssl->conf->dhm_min_bitlen) {
    1691:         MBEDTLS_SSL_DEBUG_MSG(1, (""DHM prime too short: %"" MBEDTLS_PRINTF_SIZET "" < %u"",
    1692:                                   dhm_actual_bitlen,
    1693:                                   ssl->conf->dhm_min_bitlen));",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_284,R02,library/ssl_tls12_client.c,2101,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2098: 
    2099: #if defined(MBEDTLS_KEY_EXCHANGE_ECDH_RSA_ENABLED) || \
    2100:     defined(MBEDTLS_KEY_EXCHANGE_ECDH_ECDSA_ENABLED)
>>> 2101:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDH_RSA ||
    2102:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDH_ECDSA) {
    2103:         if ((ret = ssl_get_ecdh_params_from_cert(ssl)) != 0) {
    2104:             MBEDTLS_SSL_DEBUG_RET(1, ""ssl_get_ecdh_params_from_cert"", ret);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_285,R02,library/ssl_tls12_client.c,2147,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2144:      * doesn't use a psk_identity_hint
    2145:      */
    2146:     if (ssl->in_msg[0] != MBEDTLS_SSL_HS_SERVER_KEY_EXCHANGE) {
>>> 2147:         if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_PSK ||
    2148:             ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA_PSK) {
    2149:             /* Current message is probably either
    2150:              * CertificateRequest or ServerHelloDone */",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_286,R02,library/ssl_tls12_client.c,2194,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2191: 
    2192: #if defined(MBEDTLS_KEY_EXCHANGE_PSK_ENABLED) ||                       \
    2193:     defined(MBEDTLS_KEY_EXCHANGE_RSA_PSK_ENABLED)
>>> 2194:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_PSK ||
    2195:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA_PSK) {
    2196:         ; /* nothing more to do */
    2197:     } else",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_287,R02,library/ssl_tls12_client.c,2202,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2199:           MBEDTLS_KEY_EXCHANGE_RSA_PSK_ENABLED */
    2200: #if defined(MBEDTLS_KEY_EXCHANGE_DHE_RSA_ENABLED) ||                       \
    2201:     defined(MBEDTLS_KEY_EXCHANGE_DHE_PSK_ENABLED)
>>> 2202:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_RSA ||
    2203:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_PSK) {
    2204:         if (ssl_parse_server_dh_params(ssl, &p, end) != 0) {
    2205:             MBEDTLS_SSL_DEBUG_MSG(1, (""bad server key exchange message""));",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_288,R02,library/ssl_tls12_client.c,2204,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2201:     defined(MBEDTLS_KEY_EXCHANGE_DHE_PSK_ENABLED)
    2202:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_RSA ||
    2203:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_PSK) {
>>> 2204:         if (ssl_parse_server_dh_params(ssl, &p, end) != 0) {
    2205:             MBEDTLS_SSL_DEBUG_MSG(1, (""bad server key exchange message""));
    2206:             mbedtls_ssl_send_alert_message(
    2207:                 ssl,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_289,R02,library/ssl_tls12_client.c,2218,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2215: #if defined(MBEDTLS_KEY_EXCHANGE_ECDHE_RSA_ENABLED) ||     \
    2216:     defined(MBEDTLS_KEY_EXCHANGE_ECDHE_PSK_ENABLED) ||     \
    2217:     defined(MBEDTLS_KEY_EXCHANGE_ECDHE_ECDSA_ENABLED)
>>> 2218:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_RSA ||
    2219:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_PSK ||
    2220:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_ECDSA) {
    2221:         if (ssl_parse_server_ecdh_params(ssl, &p, end) != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_290,R02,library/ssl_tls12_client.c,2407,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2404: #endif
    2405: 
    2406: #if defined(MBEDTLS_X509_RSASSA_PSS_SUPPORT)
>>> 2407:         if (pk_alg == MBEDTLS_PK_RSASSA_PSS) {
    2408:             mbedtls_pk_rsassa_pss_options rsassa_pss_options;
    2409:             rsassa_pss_options.mgf1_hash_id = md_alg;
    2410:             rsassa_pss_options.expected_salt_len =",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_291,R02,library/ssl_tls12_client.c,2752,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2749:     defined(MBEDTLS_KEY_EXCHANGE_ECDHE_ECDSA_ENABLED) ||                   \
    2750:     defined(MBEDTLS_KEY_EXCHANGE_ECDH_RSA_ENABLED) ||                      \
    2751:     defined(MBEDTLS_KEY_EXCHANGE_ECDH_ECDSA_ENABLED)
>>> 2752:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_RSA ||
    2753:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_ECDSA ||
    2754:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDH_RSA ||
    2755:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDH_ECDSA) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_292,R02,library/ssl_tls12_client.c,2836,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2833: 
    2834: #if defined(MBEDTLS_SSL_ECP_RESTARTABLE_ENABLED)
    2835:         if (ssl->handshake->ecrs_enabled) {
>>> 2836:             if (ssl->handshake->ecrs_state == ssl_ecrs_cke_ecdh_calc_secret) {
    2837:                 goto ecdh_calc_secret;
    2838:             }
    2839: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_293,R02,library/ssl_tls12_client.c,2872,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2869:             content_len = ssl->handshake->ecrs_n;
    2870:         }
    2871: #endif
>>> 2872:         if ((ret = mbedtls_ecdh_calc_secret(&ssl->handshake->ecdh_ctx,
    2873:                                             &ssl->handshake->pmslen,
    2874:                                             ssl->handshake->premaster,
    2875:                                             MBEDTLS_MPI_MAX_SIZE,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_294,R02,library/ssl_tls12_client.c,3055,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3052:         } else
    3053: #endif
    3054: #if defined(MBEDTLS_KEY_EXCHANGE_RSA_PSK_ENABLED)
>>> 3055:         if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA_PSK) {
    3056:             if ((ret = ssl_write_encrypted_pms(ssl, header_len,
    3057:                                                &content_len, 2)) != 0) {
    3058:                 return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_295,R02,library/ssl_tls12_client.c,3094,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3091:             size_t pms_len;
    3092: 
    3093:             /* Write length only when we know the actual value */
>>> 3094:             if ((ret = mbedtls_dhm_calc_secret(&ssl->handshake->dhm_ctx,
    3095:                                                pms + 2, pms_end - (pms + 2), &pms_len,
    3096:                                                ssl->conf->f_rng, ssl->conf->p_rng)) != 0) {
    3097:                 MBEDTLS_SSL_DEBUG_RET(1, ""mbedtls_dhm_calc_secret"", ret);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_296,R02,library/ssl_tls12_client.c,3144,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3141:     } else
    3142: #endif /* MBEDTLS_KEY_EXCHANGE_SOME_PSK_ENABLED */
    3143: #if defined(MBEDTLS_KEY_EXCHANGE_RSA_ENABLED)
>>> 3144:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA) {
    3145:         header_len = 4;
    3146:         if ((ret = ssl_write_encrypted_pms(ssl, header_len,
    3147:                                            &content_len, 0)) != 0) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_297,R02,library/ssl_tls12_server.c,2613,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    2610: 
    2611:     pk_type = mbedtls_pk_get_type(pk);
    2612: 
>>> 2613:     switch (pk_type) {
    2614:         case MBEDTLS_PK_OPAQUE:
    2615: #if defined(MBEDTLS_PK_USE_PSA_EC_DATA)
    2616:         case MBEDTLS_PK_ECKEY:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_298,R02,library/ssl_tls12_server.c,2746,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2743:         return MBEDTLS_ERR_SSL_PK_TYPE_MISMATCH;
    2744:     }
    2745: 
>>> 2746:     if ((ret = mbedtls_ecdh_get_params(&ssl->handshake->ecdh_ctx,
    2747:                                        mbedtls_pk_ec_ro(*mbedtls_ssl_own_key(ssl)),
    2748:                                        MBEDTLS_ECDH_OURS)) != 0) {
    2749:         MBEDTLS_SSL_DEBUG_RET(1, (""mbedtls_ecdh_get_params""), ret);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_299,R02,library/ssl_tls12_server.c,2890,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2887:      **/
    2888: #if defined(MBEDTLS_KEY_EXCHANGE_DHE_PSK_ENABLED)   || \
    2889:     defined(MBEDTLS_KEY_EXCHANGE_ECDHE_PSK_ENABLED)
>>> 2890:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_PSK ||
    2891:         ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_ECDHE_PSK) {
    2892:         ssl->out_msg[ssl->out_msglen++] = 0x00;
    2893:         ssl->out_msg[ssl->out_msglen++] = 0x00;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_300,R02,library/ssl_tls12_server.c,2902,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2899:      * - DHE key exchanges
    2900:      */
    2901: #if defined(MBEDTLS_KEY_EXCHANGE_SOME_DHE_ENABLED)
>>> 2902:     if (mbedtls_ssl_ciphersuite_uses_dhe(ciphersuite_info)) {
    2903:         int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
    2904:         size_t len = 0;
    2905: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_301,R02,library/ssl_tls12_server.c,2920,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2917:          *     opaque dh_Ys<1..2^16-1>;
    2918:          * } ServerDHParams;
    2919:          */
>>> 2920:         if ((ret = mbedtls_dhm_set_group(&ssl->handshake->dhm_ctx,
    2921:                                          &ssl->conf->dhm_P,
    2922:                                          &ssl->conf->dhm_G)) != 0) {
    2923:             MBEDTLS_SSL_DEBUG_RET(1, ""mbedtls_dhm_set_group"", ret);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_302,R02,library/ssl_tls12_server.c,3081,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3078:             return ret;
    3079:         }
    3080: 
>>> 3081:         if ((ret = mbedtls_ecdh_make_params(
    3082:                  &ssl->handshake->ecdh_ctx, &len,
    3083:                  ssl->out_msg + ssl->out_msglen,
    3084:                  MBEDTLS_SSL_OUT_CONTENT_LEN - ssl->out_msglen,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_303,R02,library/ssl_tls12_server.c,3698,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3695:     }
    3696: 
    3697: #if defined(MBEDTLS_KEY_EXCHANGE_DHE_RSA_ENABLED)
>>> 3698:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_RSA) {
    3699:         if ((ret = ssl_parse_client_dh_public(ssl, &p, end)) != 0) {
    3700:             MBEDTLS_SSL_DEBUG_RET(1, (""ssl_parse_client_dh_public""), ret);
    3701:             return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_304,R02,library/ssl_tls12_server.c,3699,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3696: 
    3697: #if defined(MBEDTLS_KEY_EXCHANGE_DHE_RSA_ENABLED)
    3698:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_RSA) {
>>> 3699:         if ((ret = ssl_parse_client_dh_public(ssl, &p, end)) != 0) {
    3700:             MBEDTLS_SSL_DEBUG_RET(1, (""ssl_parse_client_dh_public""), ret);
    3701:             return ret;
    3702:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_305,R02,library/ssl_tls12_server.c,3791,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3788:         }
    3789:         handshake->xxdh_psa_privkey = MBEDTLS_SVC_KEY_ID_INIT;
    3790: #else
>>> 3791:         if ((ret = mbedtls_ecdh_read_public(&ssl->handshake->ecdh_ctx,
    3792:                                             p, (size_t) (end - p))) != 0) {
    3793:             MBEDTLS_SSL_DEBUG_RET(1, ""mbedtls_ecdh_read_public"", ret);
    3794:             return MBEDTLS_ERR_SSL_DECODE_ERROR;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_306,R02,library/ssl_tls12_server.c,3840,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3837:     } else
    3838: #endif /* MBEDTLS_KEY_EXCHANGE_PSK_ENABLED */
    3839: #if defined(MBEDTLS_KEY_EXCHANGE_RSA_PSK_ENABLED)
>>> 3840:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA_PSK) {
    3841: #if defined(MBEDTLS_SSL_ASYNC_PRIVATE)
    3842:         if (ssl->handshake->async_in_progress != 0) {
    3843:             /* There is an asynchronous operation in progress to",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_307,R02,library/ssl_tls12_server.c,3873,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3870:     } else
    3871: #endif /* MBEDTLS_KEY_EXCHANGE_RSA_PSK_ENABLED */
    3872: #if defined(MBEDTLS_KEY_EXCHANGE_DHE_PSK_ENABLED)
>>> 3873:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_DHE_PSK) {
    3874:         if ((ret = ssl_parse_client_psk_identity(ssl, &p, end)) != 0) {
    3875:             MBEDTLS_SSL_DEBUG_RET(1, (""ssl_parse_client_psk_identity""), ret);
    3876:             return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_308,R02,library/ssl_tls12_server.c,3988,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    3985:         destruction_status = psa_destroy_key(handshake->xxdh_psa_privkey);
    3986:         handshake->xxdh_psa_privkey = MBEDTLS_SVC_KEY_ID_INIT;
    3987: 
>>> 3988:         if (status != PSA_SUCCESS) {
    3989:             return PSA_TO_MBEDTLS_ERR(status);
    3990:         } else if (destruction_status != PSA_SUCCESS) {
    3991:             return PSA_TO_MBEDTLS_ERR(destruction_status);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_309,R02,library/ssl_tls12_server.c,4023,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    4020:     } else
    4021: #endif /* MBEDTLS_KEY_EXCHANGE_ECDHE_PSK_ENABLED */
    4022: #if defined(MBEDTLS_KEY_EXCHANGE_RSA_ENABLED)
>>> 4023:     if (ciphersuite_info->key_exchange == MBEDTLS_KEY_EXCHANGE_RSA) {
    4024:         if ((ret = ssl_parse_encrypted_pms(ssl, p, end, 0)) != 0) {
    4025:             MBEDTLS_SSL_DEBUG_RET(1, (""ssl_parse_parse_encrypted_pms_secret""), ret);
    4026:             return ret;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_310,R02,library/ssl_tls12_server.c,4183,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    4180:     }
    4181: 
    4182: #if !defined(MBEDTLS_MD_SHA1)
>>> 4183:     if (MBEDTLS_MD_SHA1 == md_alg) {
    4184:         hash_start += 16;
    4185:     }
    4186: #endif",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_311,R02,library/ssl_tls13_client.c,184,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     181:     }
     182: 
     183: #if defined(MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_SOME_EPHEMERAL_ENABLED)
>>>  184:     if (mbedtls_ssl_tls13_named_group_is_ecdhe(group_id) ||
     185:         mbedtls_ssl_tls13_named_group_is_ffdh(group_id)) {
     186:         int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
     187:         psa_status_t status = PSA_ERROR_CORRUPTION_DETECTED;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_312,R02,library/ssl_tls13_client.c,305,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     302:      */
     303:     client_shares = p;
     304: #if defined(PSA_WANT_ALG_ECDH) || defined(PSA_WANT_ALG_FFDH)
>>>  305:     if (mbedtls_ssl_tls13_named_group_is_ecdhe(group_id) ||
     306:         mbedtls_ssl_tls13_named_group_is_ffdh(group_id)) {
     307:         /* Pointer to group */
     308:         unsigned char *group = p;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_313,R02,library/ssl_tls13_client.c,408,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     405:      */
     406:     for (; *group_list != 0; group_list++) {
     407: #if defined(PSA_WANT_ALG_ECDH)
>>>  408:         if (mbedtls_ssl_tls13_named_group_is_ecdhe(*group_list)) {
     409:             if ((mbedtls_ssl_get_psa_curve_info_from_tls_id(
     410:                      *group_list, NULL, NULL) == PSA_ERROR_NOT_SUPPORTED) ||
     411:                 *group_list != selected_group) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_314,R02,library/ssl_tls13_client.c,418,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     415:         }
     416: #endif /* PSA_WANT_ALG_ECDH */
     417: #if defined(PSA_WANT_ALG_FFDH)
>>>  418:         if (mbedtls_ssl_tls13_named_group_is_ffdh(*group_list)) {
     419:             found = 1;
     420:             break;
     421:         }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_315,R02,library/ssl_tls13_generic.c,961,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     958:     mbedtls_pk_type_t pk_type = (mbedtls_pk_type_t) mbedtls_ssl_sig_from_pk(key);
     959:     size_t key_size = mbedtls_pk_get_bitlen(key);
     960: 
>>>  961:     switch (pk_type) {
     962:         case MBEDTLS_SSL_SIG_ECDSA:
     963:             switch (key_size) {
     964:                 case 256:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_316,R02,library/ssl_tls13_generic.c,981,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     978:             break;
     979: 
     980:         case MBEDTLS_SSL_SIG_RSA:
>>>  981:             switch (sig_alg) {
     982:                 case MBEDTLS_TLS1_3_SIG_RSA_PSS_RSAE_SHA256: /* Intentional fallthrough */
     983:                 case MBEDTLS_TLS1_3_SIG_RSA_PSS_RSAE_SHA384: /* Intentional fallthrough */
     984:                 case MBEDTLS_TLS1_3_SIG_RSA_PSS_RSAE_SHA512:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_317,R02,library/ssl_tls13_generic.c,1597,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1594: static psa_status_t  mbedtls_ssl_get_psa_ffdh_info_from_tls_id(
    1595:     uint16_t tls_id, size_t *bits, psa_key_type_t *key_type)
    1596: {
>>> 1597:     switch (tls_id) {
    1598: #if defined(PSA_WANT_DH_RFC7919_2048)
    1599:         case MBEDTLS_SSL_IANA_TLS_GROUP_FFDHE2048:
    1600:             *bits = 2048;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_318,R02,library/ssl_tls13_generic.c,1661,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1658:     }
    1659: #endif
    1660: #if defined(PSA_WANT_ALG_FFDH)
>>> 1661:     if (mbedtls_ssl_get_psa_ffdh_info_from_tls_id(named_group, &bits,
    1662:                                                   &key_type) == PSA_SUCCESS) {
    1663:         alg = PSA_ALG_FFDH;
    1664:     }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_319,R02,library/ssl_tls13_keys.c,1482,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1479:      * are derived in the handshake secret derivation stage.
    1480:      */
    1481:     if (mbedtls_ssl_tls13_key_exchange_mode_with_ephemeral(ssl)) {
>>> 1482:         if (mbedtls_ssl_tls13_named_group_is_ecdhe(handshake->offered_group_id) ||
    1483:             mbedtls_ssl_tls13_named_group_is_ffdh(handshake->offered_group_id)) {
    1484: #if defined(PSA_WANT_ALG_ECDH) || defined(PSA_WANT_ALG_FFDH)
    1485:             psa_algorithm_t alg =",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_320,R02,library/ssl_tls13_server.c,121,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     118:     ke_modes_len = *p++;
     119:     /* Currently, there are only two PSK modes, so even without looking
     120:      * at the content, something's wrong if the list has more than 2 items. */
>>>  121:     if (ke_modes_len > 2) {
     122:         MBEDTLS_SSL_PEND_FATAL_ALERT(MBEDTLS_SSL_ALERT_MSG_ILLEGAL_PARAMETER,
     123:                                      MBEDTLS_ERR_SSL_ILLEGAL_PARAMETER);
     124:         return MBEDTLS_ERR_SSL_HANDSHAKE_FAILURE;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_321,R02,library/ssl_tls13_server.c,1606,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1603: 
    1604:             case MBEDTLS_TLS_EXT_PRE_SHARED_KEY:
    1605:                 MBEDTLS_SSL_DEBUG_MSG(3, (""found pre_shared_key extension""));
>>> 1606:                 if ((handshake->received_extensions &
    1607:                      MBEDTLS_SSL_EXT_MASK(PSK_KEY_EXCHANGE_MODES)) == 0) {
    1608:                     MBEDTLS_SSL_PEND_FATAL_ALERT(
    1609:                         MBEDTLS_SSL_ALERT_MSG_ILLEGAL_PARAMETER,",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
mbedtls_filtered_322,R02,library/ssl_tls13_server.c,2084,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2081:     *out_len = 0;
    2082: 
    2083: #if defined(MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_SOME_EPHEMERAL_ENABLED)
>>> 2084:     if (mbedtls_ssl_tls13_named_group_is_ecdhe(named_group) ||
    2085:         mbedtls_ssl_tls13_named_group_is_ffdh(named_group)) {
    2086:         ret = mbedtls_ssl_tls13_generate_and_write_xxdh_key_exchange(
    2087:             ssl, named_group, buf, end, out_len);",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,filtered_llm_assisted_static_audit
